season,week,celebrity_name,est_vote_share_mean,est_vote_share_std,method,entropy,sample_count,ci_width_95,feasible_range
2,2,George Hamilton,0.05509066163036228,0.011820111819718024,Rank_Strict,1.656892975196298,9798,0.05612038785013424,0.12656561303452812
2,2,Giselle Fernandez,0.1496169689914942,0.032533540016947145,Rank_Strict,1.656892975196298,9798,0.1525510304990937,0.3440410060195372
2,2,Jerry Rice,0.0906186019536592,0.019633468511350626,Rank_Strict,1.656892975196298,9798,0.09252687716845734,0.20867141834922792
2,2,Lisa Rinna,0.02072572884426367,0.003986744810214688,Rank_Strict,1.656892975196298,9798,0.01285100710391978,0.04656088699466323
2,2,Master P,0.012162393257945716,0.0010608838129181415,Rank_Strict,1.656892975196298,9798,0.0,0.007794529816712206
2,2,Stacy Keibler,0.38570314340741063,0.04226308093238685,Rank_Strict,1.656892975196298,9798,0.15655731643246018,0.2515141288510797
2,2,Tatum O'Neal,0.007307865646722503,0.00030886293045116975,Rank_Strict,1.656892975196298,9798,0.0,0.004727621311880248
2,2,Tia Carrere,0.033271026472045044,0.00711060817150013,Rank_Strict,1.656892975196298,9798,0.03403873586607078,0.06897139495405402
2,3,Drew Lachey,0.3528210750126065,0.08252034371790405,Rank_Strict,1.6750425848385908,1049,0.25336051903974843,0.31137754199275036
2,3,George Hamilton,0.02784971536100861,0.02415933267405162,Rank_Strict,1.6750425848385908,1049,0.0694777208114668,0.2231486435697806
2,3,Giselle Fernandez,0.0121333664667921,0.00048392619238651533,Rank_Strict,1.6750425848385908,1049,1.734723475976807e-18,0.007851750233889582
2,3,Jerry Rice,0.034798581833595854,0.009523828691692451,Rank_Strict,1.6750425848385908,1049,0.021343269982381112,0.11454939614163029
2,3,Lisa Rinna,0.09960097361806189,0.05327765405628042,Rank_Strict,1.6750425848385908,1049,0.22314864356978065,0.3887070130381067
2,3,Master P,0.0569573581995398,0.010911193603769817,Rank_Strict,1.6750425848385908,1049,0.03518910320624727,0.09320612615924923
2,3,Stacy Keibler,0.25031890315831284,0.09156418743302012,Rank_Strict,1.6750425848385908,1049,0.31137754199275025,0.3113775419927504
2,3,Tia Carrere,0.1655200263500953,0.07344758965466407,Rank_Strict,1.6750425848385908,1049,0.3113775419927503,0.3808552628042171
2,4,Drew Lachey,0.3929199719750323,0.04376832660560201,Rank_Strict,1.5792647345783906,135256,0.15963879566804048,0.2564646197203074
2,4,George Hamilton,0.034040802017610644,0.007290874662629167,Rank_Strict,1.5792647345783906,135256,0.034708711950017956,0.07032894199333029
2,4,Jerry Rice,0.05612770574887538,0.012127394912448242,Rank_Strict,1.5792647345783906,135256,0.057224991670598316,0.12905677293297108
2,4,Lisa Rinna,0.2507949094980565,0.05215456204894022,Rank_Strict,1.5792647345783906,135256,0.2564646197203073,0.35081268070326044
2,4,Master P,0.021234666703109233,0.003574096549748064,Rank_Strict,1.5792647345783906,135256,0.013103950322731966,0.03470871195001796
2,4,Stacy Keibler,0.15251211588230432,0.033038534306756004,Rank_Strict,1.5792647345783906,135256,0.15555365499190765,0.35081268070326044
2,4,Tia Carrere,0.09236982817564146,0.01985969797788329,Rank_Strict,1.5792647345783906,135256,0.09434806098295312,0.21277864666250595
2,5,Drew Lachey,0.2559596845338299,0.05341004515138102,Rank_Strict,1.5104957545731623,135818,0.26175192000085634,0.3216904897837023
2,5,George Hamilton,0.0944071697725964,0.020524992806928925,Rank_Strict,1.5104957545731623,135818,0.09629315005546712,0.21716531254811794
2,5,Jerry Rice,0.057331032138778125,0.012372274315522253,Rank_Strict,1.5104957545731623,135818,0.058404747828950075,0.21716531254811794
2,5,Lisa Rinna,0.1555829700577756,0.03374453320741894,Rank_Strict,1.5104957545731623,135818,0.15876056471916786,0.35804507005632347
2,5,Stacy Keibler,0.4009801056519838,0.04470929054995778,Rank_Strict,1.5104957545731623,135818,0.1629299250645344,0.3216904897837023
2,5,Tia Carrere,0.03573903784422028,0.006010741434674264,Rank_Strict,1.5104957545731623,135818,0.022050167556328847,0.05840474782895005
2,6,Drew Lachey,0.4151073106924092,0.04621374547085261,Rank_Strict,1.405572352523693,13785,0.16866280811848416,0.2709619723955736
2,6,George Hamilton,0.05816783033125134,0.002414970869983057,Rank_Strict,1.405572352523693,13785,0.0,0.037633759386561244
2,6,Jerry Rice,0.09677417021826838,0.008363520594874904,Rank_Strict,1.405572352523693,13785,0.0,0.16434674387412368
2,6,Lisa Rinna,0.16486371648890033,0.031180088067746897,Rank_Strict,1.405572352523693,13785,0.10229916427708949,0.37064331137916906
2,6,Stacy Keibler,0.265086972269241,0.05499956919461981,Rank_Strict,1.405572352523693,13785,0.2709619723955736,0.33300955199260784
2,7,Drew Lachey,0.4411312856337982,0.04794845002430289,Rank_Strict,1.2527761008960856,13876,0.17904988921681758,0.1790498892168177
2,7,Jerry Rice,0.16941098581814643,0.014874064560669894,Rank_Strict,1.2527761008960856,13876,0.0,0.28764913664496783
2,7,Lisa Rinna,0.10176892497695383,0.003907304927085733,Rank_Strict,1.2527761008960856,13876,0.0,0.06586877318689155
2,7,Stacy Keibler,0.28768880357084037,0.051309180984801264,Rank_Strict,1.2527761008960856,13876,0.17904988921681758,0.3535179098318594
2,8,Drew Lachey,,,No_Elimination,,0,,
2,8,Jerry Rice,,,No_Elimination,,0,,
2,8,Stacy Keibler,,,No_Elimination,,0,,
3,1,Emmitt Smith,0.10013757908682651,0.013744442372153654,Percent_Convex,2.3027715430594373,2000,0.05346686694967513,0.08268547467551336
3,1,Harry Hamlin,0.09982662937923249,0.013097165514826063,Percent_Convex,2.3027715430594373,2000,0.05234618293951043,0.08464458148854084
3,1,Jerry Springer,0.10016724362724004,0.013528398433069848,Percent_Convex,2.3027715430594373,2000,0.05260987838459191,0.08329424724508372
3,1,Joey Lawrence,0.09983469698430274,0.013052897882430472,Percent_Convex,2.3027715430594373,2000,0.05069010152422261,0.08643766031928729
3,1,Mario Lopez,0.09935444516104203,0.01354038850654822,Percent_Convex,2.3027715430594373,2000,0.05320753281517156,0.09282873907242487
3,1,Monique Coleman,0.10016110281833976,0.013513100669869162,Percent_Convex,2.3027715430594373,2000,0.05213697169795979,0.10161000262062984
3,1,Sara Evans,0.10020034949746245,0.013755799775604658,Percent_Convex,2.3027715430594373,2000,0.05417369123862446,0.0875240641400004
3,1,Shanna Moakler,0.09984116716473733,0.01334089260655609,Percent_Convex,2.3027715430594373,2000,0.05321966886548894,0.08503087667038856
3,1,Tucker Carlson,1.9980332591442744e-05,0.0001647501502303739,Percent_Convex,2.3027715430594373,2000,0.0001007802493818034,0.002709050263971443
3,1,Vivica A. Fox,0.10034638196286604,0.013513038094167477,Percent_Convex,2.3027715430594373,2000,0.0531942725242317,0.09153680747589474
3,1,Willa Ford,0.10011042398535923,0.013048637082929061,Percent_Convex,2.3027715430594373,2000,0.04994849162926779,0.09501286617680336
3,2,Emmitt Smith,0.11099592093281378,0.014616898252473552,Percent_Convex,2.1974168832930867,2000,0.05562736783416987,0.10765618082399173
3,2,Harry Hamlin,0.11078105744601664,0.014908677300564362,Percent_Convex,2.1974168832930867,2000,0.0574871426669257,0.11535476599557772
3,2,Jerry Springer,0.11148213238442112,0.014712498026058693,Percent_Convex,2.1974168832930867,2000,0.05632457519725788,0.09839345191056881
3,2,Joey Lawrence,0.1109627040668362,0.014434975173441994,Percent_Convex,2.1974168832930867,2000,0.0558029197369804,0.09417115731780103
3,2,Mario Lopez,0.1113862531515597,0.014527149188959516,Percent_Convex,2.1974168832930867,2000,0.055228565318929,0.10231451718309043
3,2,Monique Coleman,0.11064277918439257,0.01459235137703538,Percent_Convex,2.1974168832930867,2000,0.05715487398975401,0.092710842316291
3,2,Sara Evans,0.11106618152686937,0.014954758328435265,Percent_Convex,2.1974168832930867,2000,0.05857685372435195,0.09645644464094093
3,2,Shanna Moakler,2.0419602443862367e-05,0.00020412711644899993,Percent_Convex,2.1974168832930867,2000,6.53836494435477e-05,0.005147901621435059
3,2,Vivica A. Fox,0.1110488198719756,0.015183894197585656,Percent_Convex,2.1974168832930867,2000,0.0597372976341405,0.1053933178803879
3,2,Willa Ford,0.11161373183267102,0.015240508217108277,Percent_Convex,2.1974168832930867,2000,0.05839400672445523,0.103755084077463
3,3,Emmitt Smith,0.12538348561647375,0.01635569324547067,Percent_Convex,2.0796731276046176,2000,0.0635808972907537,0.10960211064544328
3,3,Harry Hamlin,2.5127703508385605e-05,0.00019420327417525208,Percent_Convex,2.0796731276046176,2000,0.0001857205785330131,0.00372395867942589
3,3,Jerry Springer,0.1259951321418059,0.016806334258099773,Percent_Convex,2.0796731276046176,2000,0.06512040383753091,0.11684485591893344
3,3,Joey Lawrence,0.12512082013653583,0.016341511513311414,Percent_Convex,2.0796731276046176,2000,0.06440961410306476,0.1068729461117878
3,3,Mario Lopez,0.12428976801768041,0.016330738542851872,Percent_Convex,2.0796731276046176,2000,0.06399147469307545,0.11701500415634418
3,3,Monique Coleman,0.12479750780447596,0.016305552462720134,Percent_Convex,2.0796731276046176,2000,0.06369319673955935,0.10698860222715853
3,3,Sara Evans,0.12494680995319256,0.016544907601039,Percent_Convex,2.0796731276046176,2000,0.06516066480027889,0.10674553858225586
3,3,Vivica A. Fox,0.12468050149024251,0.016634850114639357,Percent_Convex,2.0796731276046176,2000,0.06549028000265693,0.11664171165454326
3,3,Willa Ford,0.12476084713608449,0.015944069252069534,Percent_Convex,2.0796731276046176,2000,0.061645171443542465,0.10581123833017023
3,4,Emmitt Smith,0.1432392238889079,0.018534446485698682,Percent_Convex,1.9462244055417974,2000,0.07220011537454173,0.13762521714312864
3,4,Jerry Springer,0.14241088041420918,0.01901566282362577,Percent_Convex,1.9462244055417974,2000,0.07350145413613272,0.13732218928995507
3,4,Joey Lawrence,0.14276079143264947,0.018395870787562593,Percent_Convex,1.9462244055417974,2000,0.07199003971471468,0.1158958783975339
3,4,Mario Lopez,0.1428153773131118,0.01866980305829661,Percent_Convex,1.9462244055417974,2000,0.07391443988171614,0.13824994396401857
3,4,Monique Coleman,0.14280332908120932,0.019116556137139033,Percent_Convex,1.9462244055417974,2000,0.07523212591551419,0.1277589553304579
3,4,Sara Evans,0.14265304601059167,0.018918045949034696,Percent_Convex,1.9462244055417974,2000,0.07427222718845607,0.11611853944288597
3,4,Vivica A. Fox,3.383522399231424e-05,0.0003287539007980526,Percent_Convex,1.9462244055417974,2000,0.00014419924985551198,0.010314639393897125
3,4,Willa Ford,0.14328351663532807,0.01878348973752693,Percent_Convex,1.9462244055417974,2000,0.07422597356548552,0.143037449742651
3,5,Emmitt Smith,0.1993471251970603,0.025177803283501624,Percent_Convex,1.6101408232653691,2000,0.09917970486765343,0.16930369518053118
3,5,Jerry Springer,0.2011030144834375,0.02554324008261526,Percent_Convex,1.6101408232653691,2000,0.09904481266693868,0.16185862804658072
3,5,Joey Lawrence,0.19951102872957407,0.025940845336929547,Percent_Convex,1.6101408232653691,2000,0.10212917951496583,0.18108483402789133
3,5,Mario Lopez,0.20001977562810824,0.02477430742629373,Percent_Convex,1.6101408232653691,2000,0.09686062013516106,0.19235023153792966
3,5,Monique Coleman,0.19994531156813186,0.02537011101492357,Percent_Convex,1.6101408232653691,2000,0.09919375006951364,0.15065632179627914
3,5,Sara Evans,3.400150589599781e-05,0.00030889686782683526,Percent_Convex,1.6101408232653691,2000,0.00010941978171793487,0.005928459468678635
3,5,Willa Ford,3.974288779261134e-05,0.0003358307353040221,Percent_Convex,1.6101408232653691,2000,0.00025709289676060756,0.008419591632440635
3,6,Emmitt Smith,,,No_Elimination,,0,,
3,6,Jerry Springer,,,No_Elimination,,0,,
3,6,Joey Lawrence,,,No_Elimination,,0,,
3,6,Mario Lopez,,,No_Elimination,,0,,
3,6,Monique Coleman,,,No_Elimination,,0,,
3,7,Emmitt Smith,0.2489936574156556,0.030147605052641867,Percent_Convex,1.3866183114490873,2000,0.11806458672476741,0.2029689498956409
3,7,Jerry Springer,3.2984154311305495e-05,0.0003741829478325485,Percent_Convex,1.3866183114490873,2000,0.00010741829906540747,0.012799597457581517
3,7,Joey Lawrence,0.25071683544888257,0.029953814824648803,Percent_Convex,1.3866183114490873,2000,0.1201545487966861,0.1932230579320661
3,7,Mario Lopez,0.24975172942978452,0.030335348738398653,Percent_Convex,1.3866183114490873,2000,0.1202633458424266,0.19947523147736318
3,7,Monique Coleman,0.2505047935513655,0.0311705534105175,Percent_Convex,1.3866183114490873,2000,0.12588107223066847,0.18220771767899122
3,8,Emmitt Smith,0.3333306526558608,0.03889812537065243,Percent_Convex,1.0989545459172907,2000,0.15366427874326655,0.26786896472145383
3,8,Joey Lawrence,0.3333048295075027,0.038162710773766664,Percent_Convex,1.0989545459172907,2000,0.14884926835985307,0.29356478890544335
3,8,Mario Lopez,0.33333097664402467,0.03787352584711038,Percent_Convex,1.0989545459172907,2000,0.15044570384025951,0.23662672203166085
3,8,Monique Coleman,3.354119261149873e-05,0.00040649474833287215,Percent_Convex,1.0989545459172907,2000,0.00018139480011869355,0.013714692597767973
3,9,Emmitt Smith,,,No_Elimination,,0,,
3,9,Joey Lawrence,,,No_Elimination,,0,,
3,9,Mario Lopez,,,No_Elimination,,0,,
3,10,Emmitt Smith,,,No_Elimination,,0,,
3,10,Mario Lopez,,,No_Elimination,,0,,
4,1,Apolo Anton Ohno,,,No_Elimination,,0,,
4,1,Billy Ray Cyrus,,,No_Elimination,,0,,
4,1,Clyde Drexler,,,No_Elimination,,0,,
4,1,Heather Mills,,,No_Elimination,,0,,
4,1,Ian Ziering,,,No_Elimination,,0,,
4,1,Joey Fatone,,,No_Elimination,,0,,
4,1,John Ratzenberger,,,No_Elimination,,0,,
4,1,Laila Ali,,,No_Elimination,,0,,
4,1,Leeza Gibbons,,,No_Elimination,,0,,
4,1,Paulina Porizkova,,,No_Elimination,,0,,
4,1,Shandi Finnessey,,,No_Elimination,,0,,
4,2,Apolo Anton Ohno,0.09973223233350667,0.013349158645705394,Percent_Convex,2.3027470791954556,2000,0.05133831244270558,0.09355751316895228
4,2,Billy Ray Cyrus,0.09992986979786508,0.013546102723936599,Percent_Convex,2.3027470791954556,2000,0.05438039375487741,0.10110253365491553
4,2,Clyde Drexler,0.10057746397747237,0.013579060890270141,Percent_Convex,2.3027470791954556,2000,0.05333474430728878,0.0925091938212181
4,2,Heather Mills,0.09967904903375782,0.013386377528173055,Percent_Convex,2.3027470791954556,2000,0.05193978766819313,0.08351479816337459
4,2,Ian Ziering,0.09992332680097095,0.01333386275670887,Percent_Convex,2.3027470791954556,2000,0.05196583214441003,0.09176808581399484
4,2,Joey Fatone,0.10025294828961762,0.013326697743927913,Percent_Convex,2.3027470791954556,2000,0.05077424480179257,0.09562365579007463
4,2,John Ratzenberger,0.09984000570187973,0.013437362784522398,Percent_Convex,2.3027470791954556,2000,0.05312407683147316,0.08812446331768535
4,2,Laila Ali,0.10007246658049725,0.01331139007612686,Percent_Convex,2.3027470791954556,2000,0.05370655736852409,0.11679386484288432
4,2,Leeza Gibbons,0.10001056799984391,0.013228713647651706,Percent_Convex,2.3027470791954556,2000,0.052525002930166556,0.091004858695126
4,2,Paulina Porizkova,1.7058108878984643e-05,0.0002172027726819116,Percent_Convex,2.3027470791954556,2000,5.390067038491286e-05,0.007919541608066436
4,2,Shandi Finnessey,0.0999650113757086,0.013418793327820405,Percent_Convex,2.3027470791954556,2000,0.052179697914147755,0.08950547502570386
4,3,Apolo Anton Ohno,0.1107499818171634,0.015073398424431795,Percent_Convex,2.1974357045589685,2000,0.05862109768567404,0.10487602937874788
4,3,Billy Ray Cyrus,0.1110359610903645,0.014920022550378574,Percent_Convex,2.1974357045589685,2000,0.058185204505641894,0.10948310231511343
4,3,Clyde Drexler,0.11128519685025792,0.014614877716663605,Percent_Convex,2.1974357045589685,2000,0.056964796875017876,0.10418588140511559
4,3,Heather Mills,0.11097415483693195,0.01510848329834737,Percent_Convex,2.1974357045589685,2000,0.05942479047345661,0.11329593767700467
4,3,Ian Ziering,0.11118140069802225,0.014761922226553635,Percent_Convex,2.1974357045589685,2000,0.05839035335159966,0.10647751154243079
4,3,Joey Fatone,0.11095098010957864,0.014985570958804097,Percent_Convex,2.1974357045589685,2000,0.05852095659237502,0.10497396997973388
4,3,John Ratzenberger,0.11112658179317539,0.014872691249066792,Percent_Convex,2.1974357045589685,2000,0.057269930628452814,0.1028327474663979
4,3,Laila Ali,0.11125262830154695,0.014485658451346887,Percent_Convex,2.1974357045589685,2000,0.05609432604550184,0.09303338459733626
4,3,Leeza Gibbons,0.11142075984210073,0.014716407864364619,Percent_Convex,2.1974357045589685,2000,0.05948838184365643,0.10243334429788775
4,3,Shandi Finnessey,2.235466085852101e-05,0.00020955147884221643,Percent_Convex,2.1974357045589685,2000,7.36190712518947e-05,0.003865920204462205
4,4,Apolo Anton Ohno,0.12530347184542556,0.016136076118866603,Percent_Convex,2.0796745770434995,2000,0.060846614575965144,0.12229937547878557
4,4,Billy Ray Cyrus,0.12560328853635047,0.01641978587554157,Percent_Convex,2.0796745770434995,2000,0.06297488189409808,0.11559119013249625
4,4,Clyde Drexler,0.1240579379142195,0.01671928000051053,Percent_Convex,2.0796745770434995,2000,0.065248810184024,0.11208984626027044
4,4,Heather Mills,0.12487119792175876,0.01674975844296766,Percent_Convex,2.0796745770434995,2000,0.06454502719052986,0.1141865493634036
4,4,Ian Ziering,0.1249684998298405,0.01668320067542527,Percent_Convex,2.0796745770434995,2000,0.06506485637101098,0.10775671492705666
4,4,Joey Fatone,0.12564404036059268,0.016950127231231717,Percent_Convex,2.0796745770434995,2000,0.06729612842832342,0.11903889285405997
4,4,John Ratzenberger,0.12449879403393348,0.016539864959366504,Percent_Convex,2.0796745770434995,2000,0.06563037223106863,0.11142623287571288
4,4,Laila Ali,0.12502739095019633,0.016515569137487737,Percent_Convex,2.0796745770434995,2000,0.06396997194817741,0.11615028959501895
4,4,Leeza Gibbons,2.537860768255849e-05,0.0002714675641952121,Percent_Convex,2.0796745770434995,2000,9.435186536383176e-05,0.006735582073710565
4,5,Apolo Anton Ohno,0.14238879965546844,0.018317267064385554,Percent_Convex,1.9461755115684674,2000,0.07149740803434877,0.11945544625326637
4,5,Billy Ray Cyrus,0.14303396930563886,0.019096238897056465,Percent_Convex,1.9461755115684674,2000,0.0755767706616943,0.116725812239004
4,5,Clyde Drexler,2.831999273298614e-05,0.0002753176396455683,Percent_Convex,1.9461755115684674,2000,0.0001222874662816935,0.00735412987154182
4,5,Heather Mills,0.14274919754234666,0.018876016484980215,Percent_Convex,1.9461755115684674,2000,0.07296440126472874,0.1325654026723329
4,5,Ian Ziering,0.1423235361176117,0.018339743858530034,Percent_Convex,1.9461755115684674,2000,0.07117134323579258,0.1478508802328929
4,5,Joey Fatone,0.142801097281415,0.0186936303614894,Percent_Convex,1.9461755115684674,2000,0.0720523954619991,0.11508570714324208
4,5,John Ratzenberger,0.14298370787245027,0.018789460041524635,Percent_Convex,1.9461755115684674,2000,0.07315161699198568,0.14660418516851093
4,5,Laila Ali,0.14369137223233594,0.01852797541019528,Percent_Convex,1.9461755115684674,2000,0.07161102523698618,0.14022164016799948
4,6,Apolo Anton Ohno,0.16621604176840715,0.020274350319406862,Percent_Convex,1.792136232541734,2000,0.0782756434366618,0.155097063612973
4,6,Billy Ray Cyrus,0.16719809163705182,0.02150406903299039,Percent_Convex,1.792136232541734,2000,0.08181557517614266,0.15257004001189922
4,6,Heather Mills,4.093072294771015e-05,0.00034500346050337066,Percent_Convex,1.792136232541734,2000,0.0002795160402259087,0.008434529199945867
4,6,Ian Ziering,0.16685782378032366,0.02094297090700938,Percent_Convex,1.792136232541734,2000,0.08266836537962385,0.1406923433685257
4,6,Joey Fatone,0.16717323766258685,0.0215075084816397,Percent_Convex,1.792136232541734,2000,0.08606273424271305,0.15612949045840085
4,6,John Ratzenberger,0.16584202778798182,0.02121309324129423,Percent_Convex,1.792136232541734,2000,0.08350790966119437,0.15194425593095753
4,6,Laila Ali,0.16667184664070112,0.021927630818485384,Percent_Convex,1.792136232541734,2000,0.08545816857326696,0.14864884231783718
4,7,Apolo Anton Ohno,0.19921264135268685,0.024633896229976228,Percent_Convex,1.6098094123494238,2000,0.09479293727689062,0.15775775815875742
4,7,Billy Ray Cyrus,0.19894488233576685,0.02501334334979164,Percent_Convex,1.6098094123494238,2000,0.09865129065283287,0.15698041897552528
4,7,Ian Ziering,0.200849239023125,0.024914386008350012,Percent_Convex,1.6098094123494238,2000,0.09697228895452453,0.17489261611916979
4,7,Joey Fatone,0.20041875015123423,0.025573398857862917,Percent_Convex,1.6098094123494238,2000,0.10015588860797225,0.166325569841259
4,7,John Ratzenberger,3.977756329848172e-05,0.0003145108625986269,Percent_Convex,1.6098094123494238,2000,0.00025674751635752313,0.00704452240157115
4,7,Laila Ali,0.2005347095738894,0.025739331882765684,Percent_Convex,1.6098094123494238,2000,0.09998022653886729,0.1653219281016229
4,8,Apolo Anton Ohno,0.25121273150270174,0.03057177277976789,Percent_Convex,1.3866934667768247,2000,0.12007420692304308,0.20883052595130616
4,8,Billy Ray Cyrus,4.2024094542249615e-05,0.00038640391899225546,Percent_Convex,1.3866934667768247,2000,0.0002583012814456382,0.011351498916576252
4,8,Ian Ziering,0.25063316520257256,0.030907604856808497,Percent_Convex,1.3866934667768247,2000,0.12140859086521705,0.21747234273489918
4,8,Joey Fatone,0.24951401900187772,0.029482558198215065,Percent_Convex,1.3866934667768247,2000,0.1161829788309455,0.204935579912046
4,8,Laila Ali,0.2485980601983064,0.030016793858927197,Percent_Convex,1.3866934667768247,2000,0.1209431496687291,0.18194261160838762
4,9,Apolo Anton Ohno,0.3329848763805064,0.038125883098814276,Percent_Convex,1.0993324507391855,2000,0.1497903031519469,0.2669230836700237
4,9,Ian Ziering,7.684460341162687e-05,0.0007723608454869389,Percent_Convex,1.0993324507391855,2000,0.0004559426409366279,0.021670423026358635
4,9,Joey Fatone,0.33337381026036944,0.03743938400935634,Percent_Convex,1.0993324507391855,2000,0.14412831106141188,0.23293966600168953
4,9,Laila Ali,0.3335644687557126,0.03751880129457218,Percent_Convex,1.0993324507391855,2000,0.14276638916836826,0.2946284905956862
4,10,Apolo Anton Ohno,,,No_Elimination,,0,,
4,10,Joey Fatone,,,No_Elimination,,0,,
4,10,Laila Ali,,,No_Elimination,,0,,
5,1,Albert Reed,0.09158960733187586,0.012407605241011234,Percent_Convex,2.3980853044642205,2000,0.048384846893159306,0.08074322121762251
5,1,Cameron Mathison,0.09052988539419617,0.0121736793924499,Percent_Convex,2.3980853044642205,2000,0.047866319688547806,0.08651212504777014
5,1,Floyd Mayweather Jr.,0.0911007671670203,0.011987249115256083,Percent_Convex,2.3980853044642205,2000,0.046621385294208464,0.08085788947467404
5,1,Helio Castroneves,0.0906822494566363,0.01239182971195679,Percent_Convex,2.3980853044642205,2000,0.04861061229758665,0.08813829888897584
5,1,Jane Seymour,0.09073649257365819,0.012243270045123935,Percent_Convex,2.3980853044642205,2000,0.046555304543514,0.0838680002635108
5,1,Jennie Garth,0.09104273904412624,0.012135520699589716,Percent_Convex,2.3980853044642205,2000,0.04773960964457824,0.08205575480389582
5,1,Josie Maran,2.0713790637449827e-05,0.00016403075359140983,Percent_Convex,2.3980853044642205,2000,0.0001346658886358355,0.003311883630766968
5,1,Marie Osmond,0.09098580320008365,0.011998477238722174,Percent_Convex,2.3980853044642205,2000,0.04690850793992911,0.08229797827566979
5,1,Mark Cuban,0.0909288109441707,0.012152018791314627,Percent_Convex,2.3980853044642205,2000,0.04791371717502571,0.0858269389951039
5,1,Mel B,0.09088792757437023,0.012009916650939848,Percent_Convex,2.3980853044642205,2000,0.04606909237415223,0.07552848629301831
