season,week,celebrity_name,phi,mean,std,RQI_width,entropy,CR_d,CR_u,accumulated_fan_offset
2,1,Giselle Fernandez,0.5,7.70695,1.603799144999168,5.0,2.200519187184431,8.00001,10.0,0.0
2,1,Jerry Rice,0.5,5.02985,1.815202186396844,6.0,2.200519187184431,5.00001,10.0,0.0
2,1,Kenny Mayne,0.5,1.8652,1.1238456121726499,3.0,2.200519187184431,1.0,1.8888799999999968,0.0
2,1,Lisa Rinna,0.5,9.14435,1.1459550940153653,3.0,2.200519187184431,3.00001,10.0,0.0
2,1,Master P,0.5,2.52935,1.413378426855236,4.0,2.200519187184431,1.0,8.999919999999992,0.0
2,1,Stacy Keibler,0.5,5.96525,1.8063062967006118,6.0,2.200519187184431,6.00001,10.0,0.0
2,1,Tatum O'Neal,0.5,6.8734,1.7383821329039306,6.0,2.200519187184431,8.00001,10.0,0.0
2,1,Tia Carrere,0.5,4.1275,1.7595009946003937,6.0,2.200519187184431,4.00001,10.0,0.0
2,2,Drew Lachey,0.5,6.69995,1.6123337115808212,5.0,2.1049623922250023,7.00001,9.0,0.0
2,2,George Hamilton,0.5,4.13265,1.7109804141194835,6.0,2.1049623922250023,4.00001,9.0,0.0
2,2,Giselle Fernandez,0.5,5.87385,1.715265628845648,6.0,2.1049623922250023,6.00001,9.0,0.0
2,2,Jerry Rice,0.5,4.98815,1.7597186074766986,6.0,2.1049623922250023,5.00001,9.0,0.0
2,2,Lisa Rinna,0.5,8.14035,1.1449243981591144,3.0,2.1049623922250023,2.00001,8.999939999999999,0.0
2,2,Master P,0.5,2.5411,1.428254455620573,4.0,2.1049623922250023,1.0,7.9999299999999955,0.0
2,2,Stacy Keibler,0.5,7.4806,1.3989723514065653,4.0,2.1049623922250023,8.00001,9.0,0.0
2,2,Tatum O'Neal,0.5,1.85505,1.120954725892141,3.0,2.1049623922250023,1.0,1.874991249999999,0.0
2,2,Tia Carrere,0.5,3.2883,1.6068239200358692,5.0,2.1049623922250023,4.00001,9.0,0.0
2,3,Drew Lachey,0.5,4.92515,1.6708523206733916,6.0,1.9985241187240357,5.00001,8.0,0.0
2,3,George Hamilton,0.5,2.51965,1.3911915315655674,4.0,1.9985241187240357,1.00001,8.0,0.0
2,3,Giselle Fernandez,0.5,1.86665,1.144319788127591,3.0,1.9985241187240357,1.0,3.714277142857143,0.0
2,3,Jerry Rice,0.5,4.094,1.663449428146228,6.0,1.9985241187240357,1.0,8.0,0.0
2,3,Lisa Rinna,0.5,3.27115,1.5743340425397185,5.0,1.9985241187240357,2.00001,8.0,0.0
2,3,Master P,0.5,5.74245,1.565924007575032,5.0,1.9985241187240357,1.0,8.0,0.0
2,3,Stacy Keibler,0.5,7.10695,1.1646079587140534,3.0,1.9985241187240357,5.00001,8.0,0.0
2,3,Tia Carrere,0.5,6.474,1.4002942547908082,4.0,1.9985241187240357,3.00001,8.0,0.0
2,4,Drew Lachey,0.5,2.0358,1.3418712158773516,4.0,1.8798184588376203,,,0.0
2,4,George Hamilton,0.5,3.26985,1.7593268535152715,5.0,1.8798184588376203,,,0.0
2,4,Jerry Rice,0.5,3.9385,1.7199760899503398,6.0,1.8798184588376203,,,0.0
2,4,Lisa Rinna,0.5,4.3236,1.482087392834685,4.0,1.8798184588376203,,,0.0
2,4,Master P,0.5,2.5193,0.8341627598975253,3.0,1.8798184588376203,,,0.0
2,4,Stacy Keibler,0.5,5.53095,1.2157475467793133,4.0,1.8798184588376203,,,0.0
2,4,Tia Carrere,0.5,6.382,1.0322189690177512,3.0,1.8798184588376203,,,0.0
2,5,Drew Lachey,0.5,1.907,1.2234994891704005,4.0,1.7420304892712206,,,0.0
2,5,George Hamilton,0.5,2.80995,1.5955973795102372,5.0,1.7420304892712206,,,0.0
2,5,Jerry Rice,0.5,4.89935,1.3058022735084762,4.0,1.7420304892712206,,,0.0
2,5,Lisa Rinna,0.5,4.04045,1.4612028598041236,5.0,1.7420304892712206,,,0.0
2,5,Stacy Keibler,0.5,4.6048,1.3006602015899462,4.0,1.7420304892712206,,,0.0
2,5,Tia Carrere,0.5,2.73845,0.9276538133915662,3.0,1.7420304892712206,,,0.0
2,6,Drew Lachey,0.5,3.6194,1.1192603093114708,3.0,1.5559716221581943,4.00001,5.0,0.0
2,6,George Hamilton,0.5,1.50095,0.6935409847298786,2.0,1.5559716221581943,1.0,1.5999919999999999,0.0
2,6,Jerry Rice,0.5,2.56745,1.175989157050246,4.0,1.5559716221581943,1.00001,3.999970000000001,0.0
2,6,Lisa Rinna,0.5,4.30445,0.9726562586546018,3.0,1.5559716221581943,2.00001,4.999970000000001,0.0
2,6,Stacy Keibler,0.5,3.00775,1.190667853559565,4.0,1.5559716221581943,4.00001,5.0,0.0
2,7,Drew Lachey,0.5,3.2891,0.9179440015599054,3.0,1.3344597972687167,3.00001,4.0,0.0
2,7,Jerry Rice,0.5,2.68535,0.7377976534930916,2.0,1.3344597972687167,1.0,2.9999800000000003,0.0
2,7,Lisa Rinna,0.5,1.2497,0.504529394584767,1.0,1.3344597972687167,1.0,1.6666599999999998,0.0
2,7,Stacy Keibler,0.5,2.77585,1.0305856478237072,3.0,1.3344597972687167,3.00001,4.0,0.0
2,8,Drew Lachey,0.5,1.60095,0.7353972378924692,2.0,1.0854597710637879,1.0,3.0,0.0
2,8,Jerry Rice,0.5,2.00695,0.7756298714591744,2.0,1.0854597710637879,1.0,3.0,0.0
2,8,Stacy Keibler,0.5,2.3921,0.7379414543173823,2.0,1.0854597710637879,1.0,3.0,0.0
3,1,Emmitt Smith,N/A,0.09610279534872582,0.08736563297267251,0.27391456859452096,2.350480961297781,0.0,1.0,0.0
3,1,Harry Hamlin,N/A,0.11118936469987646,0.10147716815862119,0.3113194611734043,2.350480961297781,0.0,1.0,0.0
3,1,Jerry Springer,N/A,0.08623596278804384,0.07628853237793373,0.23329769324733485,2.350480961297781,0.0,1.0,0.0
3,1,Joey Lawrence,N/A,0.09332070162581374,0.08620031223259984,0.264535218360627,2.350480961297781,0.0,1.0,0.0
3,1,Mario Lopez,N/A,0.09487812985602172,0.08280143909230879,0.2571292581202287,2.350480961297781,0.0,1.0,0.0
3,1,Monique Coleman,N/A,0.10162765925435017,0.090996315956195,0.27723172869761437,2.350480961297781,0.0,1.0,0.0
3,1,Sara Evans,N/A,0.10855618831617897,0.08905432437869809,0.2786849536691681,2.350480961297781,0.0,1.0,0.0
3,1,Shanna Moakler,N/A,0.09036754590248663,0.07800999635412781,0.2398428434164013,2.350480961297781,0.0,1.0,0.0
3,1,Tucker Carlson,N/A,0.019142345076463722,0.014345397726545776,0.045804851020815274,2.350480961297781,0.0,0.12520531732418527,0.0
3,1,Vivica A. Fox,N/A,0.09869432014435278,0.0898067061310986,0.2780649460221135,2.350480961297781,0.0,1.0,0.0
3,1,Willa Ford,N/A,0.09988498698768472,0.09484347865461892,0.27921554961555395,2.350480961297781,0.0,1.0,0.0
3,2,Emmitt Smith,N/A,0.10311341841542049,0.08887008064768803,0.28225800177697885,2.2252975749350363,0.0,0.9738730434782611,0.0
3,2,Harry Hamlin,N/A,0.12643423297032672,0.0949143867527134,0.29234831027049424,2.2252975749350363,0.004357826086956496,0.9782308695652175,0.0
3,2,Jerry Springer,N/A,0.12888675059119933,0.0974791133480249,0.2916797971103323,2.2252975749350363,0.013053478260869503,0.9869265217391306,0.0
3,2,Joey Lawrence,N/A,0.0933765011670538,0.08572144473346507,0.2700223857128459,2.2252975749350363,0.0,0.9738730434782611,0.0
3,2,Mario Lopez,N/A,0.13079775588611,0.0996398572639293,0.31481755308064857,2.2252975749350363,0.004357826086956496,0.9782308695652175,0.0
3,2,Monique Coleman,N/A,0.09224302692635691,0.08439061524196531,0.2630144358487217,2.2252975749350363,0.0,0.9738730434782611,0.0
3,2,Sara Evans,N/A,0.10549797087255654,0.08168252874357938,0.24510535406232742,2.2252975749350363,0.004357826086956496,0.9782308695652175,0.0
3,2,Shanna Moakler,N/A,0.010970806194322226,0.009837396611408467,0.030184559471973217,2.2252975749350363,0.0,0.10433882608695655,0.0
3,2,Vivica A. Fox,N/A,0.09947048851323236,0.08295589283466716,0.2566386815043785,2.2252975749350363,0.0,0.9738730434782611,0.0
3,2,Willa Ford,N/A,0.10920904846342214,0.09163554402500815,0.2838893781939356,2.2252975749350363,0.0,0.9738730434782611,0.0
3,3,Emmitt Smith,N/A,0.1398748725193979,0.10421236912036101,0.31046602703101983,2.1161218987533927,0.0145027536231884,0.995129082125604,0.0
3,3,Harry Hamlin,N/A,0.012976385764880374,0.011713068032880908,0.03570008160042537,2.1161218987533927,0.0,0.11593314009661837,0.0
3,3,Jerry Springer,N/A,0.13388265552528045,0.10112917780078988,0.32028492177875295,2.1161218987533927,0.004840917874396101,0.9854672463768117,0.0
3,3,Joey Lawrence,N/A,0.11538694630106286,0.09358123797483944,0.2906989445092394,2.1161218987533927,1e-05,0.9806363285024156,0.0
3,3,Mario Lopez,N/A,0.1302604370688198,0.10222300526519049,0.31790492951906585,2.1161218987533927,1e-05,0.9806363285024156,0.0
3,3,Monique Coleman,N/A,0.11062146744110182,0.09556558434911551,0.2975481379531381,2.1161218987533927,0.0,0.9806263285024156,0.0
3,3,Sara Evans,N/A,0.139878304113597,0.11674452472289172,0.3598191331285189,2.1161218987533927,0.0,0.9806263285024156,0.0
3,3,Vivica A. Fox,N/A,0.10592088728703607,0.09321558077957534,0.28715521154103846,2.1161218987533927,0.0,0.9806263285024156,0.0
3,3,Willa Ford,N/A,0.11119804397882464,0.09334967667447658,0.2908390613218097,2.1161218987533927,1e-05,0.9806363285024156,0.0
3,4,Emmitt Smith,N/A,0.14128120251316778,0.11281242795051785,0.34289177422077227,1.9937077816271325,1e-05,0.9696669696969697,0.0
3,4,Jerry Springer,N/A,0.1445655116440578,0.10078010782269418,0.3243889395864877,1.9937077816271325,0.010111010101010096,0.9797679797979799,0.0
3,4,Joey Lawrence,N/A,0.1161343801344302,0.09688950171160679,0.29820668153132357,1.9937077816271325,0.0,0.9696569696969698,0.0
3,4,Mario Lopez,N/A,0.13867438192060416,0.12865827410884012,0.41086422702713987,1.9937077816271325,0.0,0.9696569696969698,0.0
3,4,Monique Coleman,N/A,0.14385905884878294,0.10879492190878044,0.3384842360233307,1.9937077816271325,1e-05,0.9696669696969697,0.0
3,4,Sara Evans,N/A,0.16055666809790942,0.10965987046971032,0.3479781350858674,1.9937077816271325,0.020212020202020207,0.98986898989899,0.0
3,4,Vivica A. Fox,N/A,0.01629460663563136,0.014031476087754489,0.043639382833432494,1.9937077816271325,0.0,0.12877912878787878,0.0
3,4,Willa Ford,N/A,0.13863419020541842,0.11171046570844602,0.35295673214497286,1.9937077816271325,0.0,0.9696569696969698,0.0
3,5,Emmitt Smith,N/A,0.18933603568535384,0.1328430765274602,0.41365659938099,1.7884850004183714,1e-05,0.9723356906077348,0.0
3,5,Jerry Springer,N/A,0.19871301735299332,0.11705305382842034,0.37414869822911234,1.7884850004183714,0.0165845856353591,0.988910276243094,0.0
3,5,Joey Lawrence,N/A,0.18633390149328707,0.1212306143641671,0.3826978055424676,1.7884850004183714,0.011059723756906104,0.983385414364641,0.0
3,5,Mario Lopez,N/A,0.18661392692283055,0.12206796374423041,0.39190177205999593,1.7884850004183714,1e-05,0.9723356906077348,0.0
3,5,Monique Coleman,N/A,0.17442241450080873,0.12021161664043063,0.3638522023095942,1.7884850004183714,1e-05,0.9723356906077348,0.0
3,5,Sara Evans,N/A,0.03569533889527546,0.027159112274375303,0.08670914061692611,1.7884850004183714,0.0,0.1758664364640884,0.0
3,5,Willa Ford,N/A,0.02888536514945073,0.0234082771457974,0.07386577062477175,1.7884850004183714,0.0,0.1620542817679558,0.0
3,6,Emmitt Smith,N/A,0.21814341105021975,0.181140568596579,0.5527619848336475,1.6048602146837252,0.0,1.0,0.0
3,6,Jerry Springer,N/A,0.2042695971193741,0.1684931225032826,0.5255893548323782,1.6048602146837252,0.0,1.0,0.0
3,6,Joey Lawrence,N/A,0.22195043807193524,0.17406579780200793,0.5571008148186887,1.6048602146837252,0.0,1.0,0.0
3,6,Mario Lopez,N/A,0.17623833654828017,0.14849495765494622,0.4662947938970675,1.6048602146837252,0.0,1.0,0.0
3,6,Monique Coleman,N/A,0.1793982172101914,0.15759065958280674,0.4891847041423396,1.6048602146837252,0.0,1.0,0.0
3,7,Emmitt Smith,N/A,0.2236608405991207,0.18091397814122076,0.5793657164357284,1.5066251664122299,0.0,1.0,0.21814341105021975
3,7,Jerry Springer,N/A,0.04588368126927801,0.035094500769303066,0.11272625400918686,1.5066251664122299,0.0,0.22535203251025573,0.2042695971193741
3,7,Joey Lawrence,N/A,0.2226294418622953,0.1775604177505844,0.5547863091456658,1.5066251664122299,0.0,1.0,0.22195043807193524
3,7,Mario Lopez,N/A,0.2453958155255503,0.16335756862977188,0.5225172178944886,1.5066251664122299,0.0,1.0,0.17623833654828017
3,7,Monique Coleman,N/A,0.26243022074375344,0.17546078456303885,0.5575945789768776,1.5066251664122299,0.0,1.0,0.1793982172101914
3,8,Emmitt Smith,N/A,0.30898366981405156,0.18680436087490748,0.596890527598767,1.2619036868750486,0.0,1.0,0.0
3,8,Joey Lawrence,N/A,0.3142310417501618,0.17927878638185493,0.5864402456579161,1.2619036868750486,0.0,1.0,0.0
3,8,Mario Lopez,N/A,0.31539686599592764,0.19311845257821209,0.6301204452866898,1.2619036868750486,0.0,1.0,0.0
3,8,Monique Coleman,N/A,0.06138842243985422,0.050117723984648546,0.1560695705996398,1.2619036868750486,0.0,0.25687323394495415,0.0
3,9,Emmitt Smith,N/A,0.32759750133981536,0.23639822019676857,0.7464094893206185,1.0937940872895062,0.0,1.0,0.0
3,9,Joey Lawrence,N/A,0.3760907273450603,0.24932466081887023,0.7999751492994124,1.0937940872895062,0.0,1.0,0.0
3,9,Mario Lopez,N/A,0.29631177131512515,0.239484108858441,0.754185871607656,1.0937940872895062,0.0,1.0,0.0
3,10,Emmitt Smith,N/A,0.47342858129252563,0.30003314193278835,0.9146960107832359,0.6917344328747852,0.0,1.0,0.32759750133981536
3,10,Mario Lopez,N/A,0.5265714187074761,0.3000331419327884,0.9146960107832359,0.6917344328747852,0.0,1.0,0.29631177131512515
4,1,Apolo Anton Ohno,N/A,0.08868978857561158,0.08104579765874693,0.24402001217707966,2.3963765899367955,0.0,1.0,0.0
4,1,Billy Ray Cyrus,N/A,0.09946789837955074,0.08485910529107461,0.2659469282615458,2.3963765899367955,0.0,1.0,0.0
4,1,Clyde Drexler,N/A,0.09448224623308661,0.0876063127773468,0.2608567450313097,2.3963765899367955,0.0,1.0,0.0
4,1,Heather Mills,N/A,0.08412440575360368,0.07421064423389755,0.22809504293620683,2.3963765899367955,0.0,1.0,0.0
4,1,Ian Ziering,N/A,0.08924128374285935,0.07865379770499091,0.2470610411388064,2.3963765899367955,0.0,1.0,0.0
4,1,Joey Fatone,N/A,0.09320677684043668,0.08451804388631094,0.25802316710489687,2.3963765899367955,0.0,1.0,0.0
4,1,John Ratzenberger,N/A,0.09667327943696052,0.08891337547511075,0.2757174634369214,2.3963765899367955,0.0,1.0,0.0
4,1,Laila Ali,N/A,0.08512717733312908,0.07619238970764114,0.23688455411754847,2.3963765899367955,0.0,1.0,0.0
4,1,Leeza Gibbons,N/A,0.0895743844184852,0.0814292093893444,0.24980363645501014,2.3963765899367955,0.0,1.0,0.0
4,1,Paulina Porizkova,N/A,0.09518332093299826,0.0873637143876802,0.26774567186014375,2.3963765899367955,0.0,1.0,0.0
4,1,Shandi Finnessey,N/A,0.084229438353278,0.07738838511686488,0.2363782249080579,2.3963765899367955,0.0,1.0,0.0
4,2,Apolo Anton Ohno,N/A,0.07629531923583234,0.06738776032951971,0.20964144596819062,2.3221421852735684,0.0,0.939697713673206,0.08868978857561158
4,2,Billy Ray Cyrus,N/A,0.11385612993512982,0.0874413327331612,0.25044779589838473,2.3221421852735684,0.009029191954777836,0.9487269056279838,0.09946789837955074
4,2,Clyde Drexler,N/A,0.11829235480158164,0.08511761067853944,0.26439929840568677,2.3221421852735684,0.014014844101241961,0.953712557774448,0.09448224623308661
4,2,Heather Mills,N/A,0.1107087761145364,0.08905328464121923,0.26695547552152643,2.3221421852735684,0.006634325378951093,0.9463320390521571,0.08412440575360368
4,2,Ian Ziering,N/A,0.08778564078615433,0.07083033110452513,0.22033456011234087,2.3221421852735684,0.0,0.939697713673206,0.08924128374285935
4,2,Joey Fatone,N/A,0.08550704249562291,0.08134975398377901,0.24485820583801307,2.3221421852735684,0.0,0.939697713673206,0.09320677684043668
4,2,John Ratzenberger,N/A,0.09789829472988963,0.07728619187411338,0.23745010816705756,2.3221421852735684,0.0029546312964811483,0.9426523449696871,0.09667327943696052
4,2,Laila Ali,N/A,0.09178670954813503,0.08185477932858908,0.24988220581301326,2.3221421852735684,0.0,0.939697713673206,0.08512717733312908
4,2,Leeza Gibbons,N/A,0.10764222491774801,0.07663574601163221,0.23961521367170524,2.3221421852735684,0.014488116115399966,0.954185829788606,0.0895743844184852
4,2,Paulina Porizkova,N/A,0.008010772099622867,0.007737672737861489,0.023246666753771343,2.3221421852735684,0.0,0.08884306487631438,0.09518332093299826
4,2,Shandi Finnessey,N/A,0.10221673533574725,0.0721881032709721,0.22496667420864944,2.3221421852735684,0.013181177479941967,0.9528788911531479,0.084229438353278
4,3,Apolo Anton Ohno,N/A,0.10674562245356997,0.09227823996418659,0.28321125903533323,2.2287812751687257,0.0,0.9724370642201835,0.0
4,3,Billy Ray Cyrus,N/A,0.10668908814202205,0.08515669126445956,0.26007653755325605,2.2287812751687257,1e-05,0.9724470642201835,0.0
4,3,Clyde Drexler,N/A,0.13526077331705347,0.09453373518290459,0.2813628078041446,2.2287812751687257,0.022945779816513804,0.9953828440366973,0.0
4,3,Heather Mills,N/A,0.10228239532922016,0.08656874346566963,0.26768450056324,2.2287812751687257,0.0,0.9724370642201835,0.0
4,3,Ian Ziering,N/A,0.10625762245438065,0.09561330318550532,0.2961711150996157,2.2287812751687257,0.0,0.9724370642201835,0.0
4,3,Joey Fatone,N/A,0.10217422620568488,0.08394937678453109,0.2556472689735802,2.2287812751687257,0.0,0.9724370642201835,0.0
4,3,John Ratzenberger,N/A,0.11481677369471247,0.08260222606552793,0.2582795799366535,2.2287812751687257,0.004597155963302808,0.9770342201834863,0.0
4,3,Laila Ali,N/A,0.11534860983420604,0.09603149134390582,0.2939485810279299,2.2287812751687257,1e-05,0.9724470642201835,0.0
4,3,Leeza Gibbons,N/A,0.09971273108033123,0.08567490827162909,0.26485306353333377,2.2287812751687257,0.0,0.9724370642201835,0.0
4,3,Shandi Finnessey,N/A,0.01071215748882006,0.009276758098110785,0.02857740486228526,2.2287812751687257,0.0,0.10366072477064216,0.0
4,4,Apolo Anton Ohno,N/A,0.12364992283945003,0.10734056749680643,0.34183403340268004,2.1289016889197674,0.0,0.9947168421052632,0.0
4,4,Billy Ray Cyrus,N/A,0.10640561278463945,0.08945268017941281,0.2767305640673804,2.1289016889197674,0.0,0.9947168421052632,0.0
4,4,Clyde Drexler,N/A,0.1477046177224622,0.11100146508524909,0.33682819868592384,2.1289016889197674,0.0052731578947368025,0.99999,0.0
4,4,Heather Mills,N/A,0.11212530791145928,0.09704970300206532,0.2982671685194973,2.1289016889197674,0.0,0.9947168421052632,0.0
4,4,Ian Ziering,N/A,0.10567173160769712,0.09515301107941682,0.2912434482373775,2.1289016889197674,0.0,0.9947168421052632,0.0
4,4,Joey Fatone,N/A,0.12430337443062339,0.1070698030155233,0.3333238745168174,2.1289016889197674,0.0,0.9947168421052632,0.0
4,4,John Ratzenberger,N/A,0.146120881547212,0.11615578657980889,0.36042659093700324,2.1289016889197674,1e-05,0.9947268421052632,0.0
4,4,Laila Ali,N/A,0.11362758247946712,0.0969709550052761,0.3038189867084878,2.1289016889197674,0.0,0.9947168421052632,0.0
4,4,Leeza Gibbons,N/A,0.020390968676985897,0.016219088266921082,0.050907589119387316,2.1289016889197674,0.0,0.1380028070175439,0.0
4,5,Apolo Anton Ohno,N/A,0.13419735023848672,0.11527776960596185,0.35848566646175684,2.023869573040751,0.0,1.0,0.0
4,5,Billy Ray Cyrus,N/A,0.1407965977277174,0.10579699806470241,0.3365666600209191,2.023869573040751,0.0,1.0,0.0
4,5,Clyde Drexler,N/A,0.03248740663669888,0.02420395707839093,0.07672214562991465,2.023869573040751,0.0,0.17612761363636367,0.0
4,5,Heather Mills,N/A,0.143778256232866,0.12266246918033483,0.38791778927987847,2.023869573040751,0.0,1.0,0.0
4,5,Ian Ziering,N/A,0.13599474361953368,0.11288888378557507,0.35021452702103234,2.023869573040751,0.0,1.0,0.0
4,5,Joey Fatone,N/A,0.15184371724812987,0.130416893883689,0.4016503225004405,2.023869573040751,0.0,1.0,0.0
4,5,John Ratzenberger,N/A,0.14066972625771704,0.1146390088179026,0.35637401582786826,2.023869573040751,0.0,1.0,0.0
4,5,Laila Ali,N/A,0.1202322020388503,0.10568299642693363,0.33084222449956685,2.023869573040751,0.0,1.0,0.0
4,6,Apolo Anton Ohno,N/A,0.15780523592480014,0.13499395634946354,0.42651624798271937,1.8565162542046887,0.0,0.9646858823529412,0.0
4,6,Billy Ray Cyrus,N/A,0.17096475842470746,0.11740758251604544,0.3599978773063441,1.8565162542046887,0.011774705882352982,0.9764605882352941,0.0
4,6,Heather Mills,N/A,0.023029079671801074,0.018703592786305262,0.05838562379661926,1.8565162542046887,0.0,0.1504115966386555,0.0
4,6,Ian Ziering,N/A,0.15911840354497855,0.11612828074325648,0.37057361816571277,1.8565162542046887,0.0,0.9646858823529412,0.0
4,6,Joey Fatone,N/A,0.15518732175816163,0.12241106974335486,0.38363802028320193,1.8565162542046887,0.0,0.9646858823529412,0.0
4,6,John Ratzenberger,N/A,0.1892144266326512,0.11927670131062107,0.3760056643720673,1.8565162542046887,0.02353941176470588,0.988225294117647,0.0
4,6,Laila Ali,N/A,0.1446807740429011,0.11948691742708277,0.37897675048812113,1.8565162542046887,0.0,0.9646858823529412,0.0
4,7,Apolo Anton Ohno,N/A,0.195855240425013,0.14754672799385635,0.47189426509920673,1.6982352966048753,0.0,0.9773362783171521,0.0
4,7,Billy Ray Cyrus,N/A,0.2222086607635751,0.14019258640104543,0.43881592582432183,1.6982352966048753,0.022663721682847904,1.0,0.0
4,7,Ian Ziering,N/A,0.18389285385662663,0.13900766180641047,0.4484266250922529,1.6982352966048753,0.0,0.9773362783171521,0.0
4,7,Joey Fatone,N/A,0.19726976459983714,0.1510056357188037,0.4786397305583311,1.6982352966048753,0.0,0.9773362783171521,0.0
4,7,John Ratzenberger,N/A,0.03362200082706228,0.02679546148424576,0.08504965170550113,1.6982352966048753,0.0,0.18769393203883497,0.0
4,7,Laila Ali,N/A,0.16715147952788492,0.1356764243502111,0.4245615610128165,1.6982352966048753,0.0,0.9773362783171521,0.0
4,8,Apolo Anton Ohno,N/A,0.22069828190495572,0.1788612764677994,0.5613706920530299,1.5246311432285689,0.0,1.0,0.0
4,8,Billy Ray Cyrus,N/A,0.05788072343264061,0.041415763872401506,0.13373918226742104,1.5246311432285689,0.0,0.24859757768924312,0.0
4,8,Ian Ziering,N/A,0.24989212663017543,0.17709410191369052,0.5649409206063356,1.5246311432285689,0.0,1.0,0.0
4,8,Joey Fatone,N/A,0.255253639328102,0.18882945778404098,0.6225077507374644,1.5246311432285689,0.0,1.0,0.0
4,8,Laila Ali,N/A,0.216275228704126,0.1578515001307688,0.5002494400252532,1.5246311432285689,0.0,1.0,0.0
4,9,Apolo Anton Ohno,N/A,0.33837274429477804,0.20083026288830633,0.6473577302789862,1.2622803443449389,0.0,1.0,0.0
4,9,Ian Ziering,N/A,0.06310675579055287,0.048864730351554746,0.1559874212990662,1.2622803443449389,0.0,0.2552667616033756,0.0
4,9,Joey Fatone,N/A,0.28357723672019175,0.17162612347732958,0.5611478115504658,1.2622803443449389,0.0,1.0,0.0
4,9,Laila Ali,N/A,0.3149432631944809,0.18584919712956516,0.5984865130232401,1.2622803443449389,0.0,1.0,0.0
4,10,Apolo Anton Ohno,N/A,0.32255062587492456,0.23828595090257879,0.7399944771291312,1.0980050508493826,0.0,1.0,0.0
4,10,Joey Fatone,N/A,0.34952124520819944,0.24013379168395613,0.7651646215076042,1.0980050508493826,0.0,1.0,0.0
4,10,Laila Ali,N/A,0.32792812891687484,0.23511249618407268,0.7404144336621733,1.0980050508493826,0.0,1.0,0.0
5,1,Albert Reed,N/A,0.08780210615618554,0.08180076388480054,0.2402284817322056,2.435797477898459,0.0,1.0,0.0
