season,week,celebrity_name,phi,center,mean,std,RQI_width,entropy
2,4,George Hamilton,0.08000000000000002,[1 6 5 2 7 3 4],0.17006081712193777,0.038949273504147376,0.10750051619226857,1.939853809150526
2,4,Jerry Rice,0.08000000000000002,[1 6 5 2 7 3 4],0.15515887276967505,0.041094413719228756,0.12122481174527629,1.939853809150526
2,4,Lisa Rinna,0.08000000000000002,[1 6 5 2 7 3 4],0.13772238311327223,0.038674529535222185,0.1212248117452763,1.939853809150526
2,4,Master P,0.08000000000000002,[1 6 5 2 7 3 4],0.11630581144501102,0.02108576737242501,0.0688869084078198,1.939853809150526
2,4,Stacy Keibler,0.08000000000000002,[1 6 5 2 7 3 4],0.14111406261603793,0.03930101837815333,0.1212248117452763,1.939853809150526
2,4,Tia Carrere,0.08000000000000002,[1 6 5 2 7 3 4],0.14625123753635413,0.03999960679917066,0.1212248117452763,1.939853809150526
2,5,Drew Lachey,0.08000000000000002,[2 4 5 3 1 6],0.1634278431071501,0.0444777901718235,0.13731479946579558,1.7839958906898556
2,5,George Hamilton,0.08000000000000002,[2 4 5 3 1 6],0.17869839482939273,0.04784648624233222,0.13731479946579558,1.7839958906898556
2,5,Jerry Rice,0.08000000000000002,[2 4 5 3 1 6],0.19925128601719827,0.04394682752306802,0.13731479946579558,1.7839958906898556
2,5,Lisa Rinna,0.08000000000000002,[2 4 5 3 1 6],0.16895503599351647,0.04563714167918819,0.13731479946579558,1.7839958906898556
2,5,Stacy Keibler,0.08000000000000002,[2 4 5 3 1 6],0.15855745825782894,0.04375532695405432,0.13731479946579558,1.7839958906898556
2,5,Tia Carrere,0.08000000000000002,[2 4 5 3 1 6],0.1311099817950424,0.022317410346991872,0.0684709315668038,1.7839958906898556
2,6,Drew Lachey,0.1,[1 5 2 3 4],0.19035191173395913,0.054069778226509914,0.15791247821653548,1.604183113690946
2,6,George Hamilton,0.1,[1 5 2 3 4],0.16630357920043518,0.03346872933167028,0.10593103350515193,1.604183113690946
2,6,Jerry Rice,0.1,[1 5 2 3 4],0.22591441246765645,0.05512423196912128,0.15791247821653548,1.604183113690946
2,6,Lisa Rinna,0.1,[1 5 2 3 4],0.21076531753660255,0.05899382030121514,0.15791247821653548,1.604183113690946
2,6,Stacy Keibler,0.1,[1 5 2 3 4],0.20666477906150593,0.05526161568090861,0.15791247821653548,1.604183113690946
2,7,Drew Lachey,0.1,[1 2 4 3],0.23986143606076665,0.0682342214131372,0.18463583208765272,1.375906065851802
2,7,Jerry Rice,0.1,[1 2 4 3],0.3032561931791228,0.052288673332189,0.13768751663174733,1.375906065851802
2,7,Lisa Rinna,0.1,[1 2 4 3],0.20247832775187316,0.040165939455465816,0.10723114577196194,1.375906065851802
2,7,Stacy Keibler,0.1,[1 2 4 3],0.2544040430083423,0.06981452678701527,0.18463583208765275,1.375906065851802
3,1,Emmitt Smith,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.07387835973949729,0.24040364367883776,0.9070796045524737,2.2037128737635427
3,1,Harry Hamlin,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.18199168524387904,0.35990950724097087,0.999403872694489,2.2037128737635427
3,1,Jerry Springer,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.1618584671209257,0.3464935258318511,0.9997387954393067,2.2037128737635427
3,1,Joey Lawrence,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.033392867181421204,0.15731127278575216,0.09987377155824825,2.2037128737635427
3,1,Mario Lopez,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.1393834226770414,0.31252525417814647,0.9957137871732171,2.2037128737635427
3,1,Monique Coleman,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.05439087721372924,0.17243973359770456,0.4457299448237282,2.2037128737635427
3,1,Sara Evans,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.09396292312941477,0.24850637500830772,0.8143449785463845,2.2037128737635427
3,1,Shanna Moakler,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.07954788695982101,0.24046899243023584,0.8605272290136416,2.2037128737635427
3,1,Tucker Carlson,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.00025635555047918084,0.001392493489010363,0.0007470093716510635,2.2037128737635427
3,1,Vivica A. Fox,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.10078786007211664,0.28012924464739053,0.9904701471894513,2.2037128737635427
3,1,Willa Ford,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.0805492951116722,0.24261416193376067,0.8590556581571824,2.2037128737635427
3,2,Emmitt Smith,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.00773162632753637,0.042498883241542745,0.02598558282401214,1.6854368960915935
3,2,Harry Hamlin,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.12795962399175598,0.1907000130162008,0.5927337202771488,1.6854368960915935
3,2,Jerry Springer,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.24565869362571452,0.26068949587089874,0.8081746297185699,1.6854368960915935
3,2,Joey Lawrence,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.03438553147971035,0.1296323072344272,0.2799267267639054,1.6854368960915935
3,2,Mario Lopez,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.2729389637184249,0.2973627155570277,0.8627126314274881,1.6854368960915935
3,2,Monique Coleman,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.004451544389840411,0.022680914514978258,0.01959039022061617,1.6854368960915935
3,2,Sara Evans,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.25147437383016163,0.28679114528117866,0.8217355464098872,1.6854368960915935
3,2,Shanna Moakler,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],5.8146473091481675e-05,0.0003720385447496293,8.31751541288469e-05,1.6854368960915935
3,2,Vivica A. Fox,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.023147581817622626,0.10262848681859975,0.13164459309733706,1.6854368960915935
3,2,Willa Ford,N/A,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0.03219391434613783,0.11617175270978045,0.25246661071935583,1.6854368960915935
3,3,Emmitt Smith,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.45301867526931666,0.35132167673441866,0.9674702243011798,1.2868476558962536
3,3,Harry Hamlin,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],5.830641213155335e-07,3.9134150017541875e-05,6.3201807500229594e-09,1.2868476558962536
3,3,Jerry Springer,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.3797480925464415,0.3489808797135609,0.9552273535049295,1.2868476558962536
3,3,Joey Lawrence,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.017687794145770333,0.09370494246094076,0.06970683134447897,1.2868476558962536
3,3,Mario Lopez,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.04877879122127475,0.17064321828020415,0.44991528600835684,1.2868476558962536
3,3,Monique Coleman,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.05462492323758798,0.1918001740812275,0.5928122344027211,1.2868476558962536
3,3,Sara Evans,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.024990103307120308,0.09940283579161942,0.17554966828850638,1.2868476558962536
3,3,Vivica A. Fox,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.017842916711498628,0.10004257922486078,0.0411557311479461,1.2868476558962536
3,3,Willa Ford,N/A,[1. 0. 1. 1. 1. 1. 1. 1. 1.],0.0033081204968644223,0.024363499305955515,0.005472523530787672,1.2868476558962536
3,4,Emmitt Smith,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.02744491721454861,0.10863035960581366,0.1990633994985387,1.261720564311072
3,4,Jerry Springer,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.3388432995383111,0.32409931042665874,0.9357651659606565,1.261720564311072
3,4,Joey Lawrence,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.041068234920792236,0.1478747753893047,0.3299447203614774,1.261720564311072
3,4,Mario Lopez,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.011150367798711595,0.05409007032999295,0.047586564332326546,1.261720564311072
3,4,Monique Coleman,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.0326778326710525,0.13362443452763823,0.2496263417515392,1.261720564311072
3,4,Sara Evans,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.4959255140237436,0.3434120116154126,0.9504449701952331,1.261720564311072
3,4,Vivica A. Fox,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],1.750834914714769e-06,0.00010364913678600818,1.1155403971642643e-08,1.261720564311072
3,4,Willa Ford,N/A,[1. 1. 1. 1. 1. 1. 0. 1.],0.052888082997921984,0.18239703205617763,0.579805252775025,1.261720564311072
3,5,Emmitt Smith,N/A,[1. 1. 1. 1. 1. 0. 0.],0.01023683091613211,0.046960745042660366,0.06169790657716525,1.1194383823626968
3,5,Jerry Springer,N/A,[1. 1. 1. 1. 1. 0. 0.],0.4412971654612267,0.36541165088035404,0.9576589893922948,1.1194383823626968
3,5,Joey Lawrence,N/A,[1. 1. 1. 1. 1. 0. 0.],0.38831380003833676,0.34654693228801214,0.953175054212443,1.1194383823626968
3,5,Mario Lopez,N/A,[1. 1. 1. 1. 1. 0. 0.],0.014488105153179213,0.07647444556840569,0.0505275451536093,1.1194383823626968
3,5,Monique Coleman,N/A,[1. 1. 1. 1. 1. 0. 0.],0.1453536690027822,0.2896861809072845,0.8762269019667938,1.1194383823626968
3,5,Sara Evans,N/A,[1. 1. 1. 1. 1. 0. 0.],0.00030357990094797047,0.0015859386832360956,0.001017437980698467,1.1194383823626968
3,5,Willa Ford,N/A,[1. 1. 1. 1. 1. 0. 0.],6.8495273993292445e-06,0.00031089379225270937,6.1044159929781025e-09,1.1194383823626968
3,7,Emmitt Smith,N/A,[1. 0. 1. 1. 1.],0.00983668391342248,0.05695699694211707,0.02373674045910561,0.8253850310376221
3,7,Jerry Springer,N/A,[1. 0. 1. 1. 1.],0.0005286579507264124,0.0028074790694388374,0.0016789827231375165,0.8253850310376221
3,7,Joey Lawrence,N/A,[1. 0. 1. 1. 1.],0.18637103645937753,0.37876775355745124,0.9999999999982553,0.8253850310376221
3,7,Mario Lopez,N/A,[1. 0. 1. 1. 1.],0.7107821681770944,0.43705554058661505,1.0,0.8253850310376221
3,7,Monique Coleman,N/A,[1. 0. 1. 1. 1.],0.09248145349938094,0.2715269126566295,0.999910546691845,0.8253850310376221
3,8,Emmitt Smith,N/A,[1. 1. 1. 0.],0.3036093857569965,0.44483271202046604,1.0,0.9091994304281582
3,8,Joey Lawrence,N/A,[1. 1. 1. 0.],0.104517301573738,0.28499019036386686,0.9999978933412499,0.9091994304281582
3,8,Mario Lopez,N/A,[1. 1. 1. 0.],0.5917885060933451,0.4743075334909972,1.0,0.9091994304281582
3,8,Monique Coleman,N/A,[1. 1. 1. 0.],8.480657591984748e-05,0.000634939924269153,0.0001449449205021485,0.9091994304281582
4,2,Apolo Anton Ohno,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.023581379376024926,0.100443973706804,0.12963331540236256,1.8050732181620506
4,2,Billy Ray Cyrus,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.238254909161274,0.2537393016798075,0.762266245046509,1.8050732181620506
4,2,Clyde Drexler,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.19691812703706282,0.2259577438303641,0.7278611064200866,1.8050732181620506
4,2,Heather Mills,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.015192384331688132,0.06839462911553386,0.09341672008278089,1.8050732181620506
4,2,Ian Ziering,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.004088457623742793,0.02227405364918972,0.01585902406515256,1.8050732181620506
4,2,Joey Fatone,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.0027962341751616242,0.01638694021857376,0.008861286455128662,1.8050732181620506
4,2,John Ratzenberger,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.153568232549053,0.20753125747684845,0.6431852084555855,1.8050732181620506
4,2,Laila Ali,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.01220913680831776,0.06510087175104282,0.03788204776263309,1.8050732181620506
4,2,Leeza Gibbons,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.19591851828560902,0.2406789970342898,0.7326709879068266,1.8050732181620506
4,2,Paulina Porizkova,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],5.186248531165123e-05,0.0003349552097667727,7.550710889456403e-05,1.8050732181620506
4,2,Shandi Finnessey,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],0.15742075816675705,0.2207339726346746,0.6751819864686462,1.8050732181620506
4,3,Apolo Anton Ohno,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.014141756573305518,0.07079495544877475,0.047617357985004834,1.369381718487727
4,3,Billy Ray Cyrus,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.04296730304238651,0.14832315644472005,0.40196739446600344,1.369381718487727
4,3,Clyde Drexler,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.49598413171703987,0.36388528502157,0.9572124780582372,1.369381718487727
4,3,Heather Mills,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.02443196495482469,0.11301148671770868,0.12505278370567202,1.369381718487727
4,3,Ian Ziering,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.0463090355514396,0.16946221073304082,0.46853704923036155,1.369381718487727
4,3,Joey Fatone,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.024290374102459582,0.11288476215497328,0.10287364595260755,1.369381718487727
4,3,John Ratzenberger,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.3130443526110908,0.34878437199472334,0.9451405845913055,1.369381718487727
4,3,Laila Ali,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.034713999392906196,0.1269561308337774,0.27122556552054955,1.369381718487727
4,3,Leeza Gibbons,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0.004115167529395378,0.026491381936670787,0.010129801236475344,1.369381718487727
4,3,Shandi Finnessey,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],1.914525150122076e-06,6.890638030641584e-05,1.068705935767733e-08,1.369381718487727
4,4,Apolo Anton Ohno,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.12823080835102085,0.2954703545404388,0.9440186124302432,1.5063015329572094
4,4,Billy Ray Cyrus,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.0113480026611728,0.06218964197693964,0.038743136229006554,1.5063015329572094
4,4,Clyde Drexler,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.520794801779939,0.4171627853873539,0.9920199984699184,1.5063015329572094
4,4,Heather Mills,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.03982449132325202,0.16139777755503887,0.2578217289660814,1.5063015329572094
4,4,Ian Ziering,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.1582420400745124,0.31796674311237044,0.967085947208763,1.5063015329572094
4,4,Joey Fatone,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.050950918293873514,0.18456580895687302,0.48159166094944955,1.5063015329572094
4,4,John Ratzenberger,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.04896162803968519,0.15625482325331919,0.3934923623123871,1.5063015329572094
4,4,Laila Ali,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],0.041583977001998965,0.17012753137842035,0.2423400847572797,1.5063015329572094
4,4,Leeza Gibbons,N/A,[1. 1. 1. 1. 1. 1. 1. 1. 0.],6.333247454202407e-05,0.0009117849501478488,9.590510231356251e-08,1.5063015329572094
4,5,Apolo Anton Ohno,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.1614947490079754,0.3584145978975425,0.9999932654963573,1.8662588948591368
4,5,Billy Ray Cyrus,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.037356489808467515,0.1466436117274076,0.2376318778533568,1.8662588948591368
4,5,Clyde Drexler,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.0005040719229528161,0.002548277530382411,0.0020435240641327014,1.8662588948591368
4,5,Heather Mills,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.21814495097834302,0.38902112726135746,0.9999971913164256,1.8662588948591368
4,5,Ian Ziering,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.17798932478403146,0.36652412439076093,0.9999911109661137,1.8662588948591368
4,5,Joey Fatone,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.16144749992721377,0.3487417325721615,0.9999574265969973,1.8662588948591368
4,5,John Ratzenberger,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.13179331653327603,0.3081790008079871,0.9994569311589702,1.8662588948591368
4,5,Laila Ali,N/A,[1. 1. 0. 1. 1. 1. 1. 1.],0.11126959703773914,0.2994994456452725,0.9993234820426194,1.8662588948591368
4,6,Apolo Anton Ohno,N/A,[1. 1. 0. 1. 1. 1. 1.],0.0074720780782346966,0.04290888003229295,0.028322563351222883,1.17561508823914
4,6,Billy Ray Cyrus,N/A,[1. 1. 0. 1. 1. 1. 1.],0.3824325103437484,0.3434080838914417,0.9382791376304124,1.17561508823914
4,6,Heather Mills,N/A,[1. 1. 0. 1. 1. 1. 1.],0.0001062975861709438,0.0007511875338676874,0.0001937323647299421,1.17561508823914
4,6,Ian Ziering,N/A,[1. 1. 0. 1. 1. 1. 1.],0.051864210554502334,0.1749628111878562,0.5359088560087556,1.17561508823914
4,6,Joey Fatone,N/A,[1. 1. 0. 1. 1. 1. 1.],0.03168003417881176,0.1426295626845339,0.11284079105568538,1.17561508823914
4,6,John Ratzenberger,N/A,[1. 1. 0. 1. 1. 1. 1.],0.47438341730866507,0.3544157337821192,0.9475590814975161,1.17561508823914
4,6,Laila Ali,N/A,[1. 1. 0. 1. 1. 1. 1.],0.052061451949864716,0.17578113164578488,0.5482905768141471,1.17561508823914
4,7,Apolo Anton Ohno,N/A,[1. 1. 1. 1. 0. 1.],0.0551872478365743,0.18902561015042038,0.5590565415316506,0.916300504524705
4,7,Billy Ray Cyrus,N/A,[1. 1. 1. 1. 0. 1.],0.7395309799709684,0.3555069675482256,0.9541623691202072,0.916300504524705
4,7,Ian Ziering,N/A,[1. 1. 1. 1. 0. 1.],0.08525888726239438,0.23875642168664393,0.8276964095091365,0.916300504524705
4,7,Joey Fatone,N/A,[1. 1. 1. 1. 0. 1.],0.09102644317725943,0.24218811958105932,0.7939917762873574,0.916300504524705
4,7,John Ratzenberger,N/A,[1. 1. 1. 1. 0. 1.],0.0005047162707202212,0.0026710237060880064,0.0016619263395484046,0.916300504524705
4,7,Laila Ali,N/A,[1. 1. 1. 1. 0. 1.],0.028491725482087525,0.11777441973122527,0.20093150157463707,0.916300504524705
4,8,Apolo Anton Ohno,N/A,[1. 0. 1. 1. 1.],0.2914541532788377,0.43856987995004704,0.9999999999999999,1.2865502011545078
4,8,Billy Ray Cyrus,N/A,[1. 0. 1. 1. 1.],0.0008980208519669273,0.004662157437700782,0.003613200620763257,1.2865502011545078
4,8,Ian Ziering,N/A,[1. 0. 1. 1. 1.],0.37678696185364896,0.46494918953649284,1.0,1.2865502011545078
4,8,Joey Fatone,N/A,[1. 0. 1. 1. 1.],0.2470942128919629,0.40676124512280426,0.9999999999999174,1.2865502011545078
4,8,Laila Ali,N/A,[1. 0. 1. 1. 1.],0.08376665112358453,0.2663279235027157,0.9993066188982582,1.2865502011545078
4,9,Apolo Anton Ohno,N/A,[1. 0. 1. 1.],0.33438071674158576,0.45653948064060246,1.0,1.0982412802497161
4,9,Ian Ziering,N/A,[1. 0. 1. 1.],9.955867867793121e-05,0.0006326452512809308,0.00019634048377865492,1.0982412802497161
4,9,Joey Fatone,N/A,[1. 0. 1. 1.],0.35335885872559947,0.45861119024318897,1.0,1.0982412802497161
4,9,Laila Ali,N/A,[1. 0. 1. 1.],0.31216086585413716,0.45171562592638204,1.0,1.0982412802497161
5,1,Albert Reed,N/A,[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],0.06662584654312008,0.22047143276527362,0.7502954651144739,1.949596275847349
5,1,Cameron Mathison,N/A,[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],0.03416519695191795,0.16624228943785693,0.08178972416420724,1.949596275847349
5,1,Floyd Mayweather Jr.,N/A,[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],0.08211352504472134,0.2530469551097117,0.9724845467444011,1.949596275847349
5,1,Helio Castroneves,N/A,[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],0.04819836383558088,0.17584523719669673,0.410918625372681,1.949596275847349
5,1,Jane Seymour,N/A,[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],0.02619492646811213,0.12007534626540417,0.14103949545679545,1.949596275847349
5,1,Jennie Garth,N/A,[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],0.22171554534270768,0.3832853597855421,0.9996069143306321,1.949596275847349
